4e00,イチ,イツ,ひと-,ひと.つ,n,かず,い,いっ,いる,かつ,かづ,てん,はじめ,ひ,ひとつ,まこと,
4e01,チョウ,テイ,チン,トウ,チ,ひのと,
4e03,シチ,なな,なな.つ,なの,n,し,しっ,な,ひち,
4e07,マン,バン,よろず,n,かず,ま,ゆる,
4e08,ジョウ,たけ,だけ,n,とも,ますら,
4e09,サン,ゾウ,み,み.つ,みっ.つ,n,か,さ,さい,さえ,さぶ,ざ,ざえ,ざぶ,そう,ぞ,ただ,みつ,みん,も,や,
4e0a,ジョウ,ショウ,シャン,うえ,-うえ,うわ-,かみ,あ.げる,-あ.げる,あ.がる,-あ.がる,あ.がり,-あ.がり,のぼ.る,のぼ.り,のぼ.せる,のぼ.す,よ.す,n,あおい,あげ,い,か,かき,かず,かん 
4e0b,カ,ゲ,した,しも,もと,さ.げる,さ.がる,くだ.る,くだ.り,くだ.す,-くだ.す,くだ.さる,お.ろす,お.りる,n,さか,しと,
4e0d,フ,ブ,
4e0e,ヨ,あた.える,あずか.る,くみ.する,ともに,n,とも,ゆ,
4e10,カイ,こ.う,
4e11,チュウ,うし,n,ひろ,
4e14,ショ,ソ,ショウ,か.つ,n,あき,かつ,
4e15,ヒ,おお.きい,
4e16,セイ,セ,ソウ,よ,さんじゅう,n,とし,ゆ,ゆき,
4e17,セイ,セ,ソウ,よ,さんじゅう,
4e18,キュウ,おか,n,たかし,
4e19,ヘイ,ひのえ,
4e1e,ジョウ,ショウ,すく.う,たす.ける,n,すけ,
4e21,リョウ,てる,ふたつ,n,もろ,
4e26,ヘイ,ホウ,な.み,なら.べる,なら.ぶ,なら.びに,n,なび,
4e2a,カ,コ,
4e2d,チュウ,なか,うち,あた.る,n,あたる,かなえ,
4e31,カン,ケン,
4e32,カン,ケン,セン,くし,つらぬ.く,
4e36,チュ,T2てん,
4e38,ガン,まる,まる.める,まる.い,n,ま,わ,わに,
4e39,タン,に,n,た,たみ,まこと,
4e3b,シュ,ス,シュウ,ぬし,おも,あるじ,n,かず,ず,もん,
4e3c,トン,タン,ショウ,セイ,どんぶり,
4e3f,ヘツ,えい,よう,n,の,T2ノ,のかんむり,
4e42,ガイ,カイ,ゲ,おさ.める,か.る,
4e43,ナイ,ダイ,ノ,アイ,の,すなわ.ち,なんじ,n,おさむ,お,のり,
4e45,キュウ,ク,ひさ.しい,n,きゅ,わ,
4e4b,シ,の,これ,おいて,ゆく,この,n,ゆき,いたる,あき,つな,ゆみ,
4e4d,サ,サク,-なが.ら,たちま.ち,
4e4e,コ,オ,か,ああ,かな,や,よ,を,
4e4f,ボウ,とぼ.しい,とも.しい,
4e55,コ,とら,
4e56,カイ,そむ.く,もとる,
4e57,ジョウ,ショウ,の.る,-の.り,の.せる,n,のり,
4e58,ジョウ,の.る,の.せる,
4e59,オツ,イツ,おと-,きのと,
4e5d,キュウ,ク,ここの,ここの.つ,n,いちじく,いちのく,この,ひさし,
4e5e,コツ,キツ,キ,キケ,コチ,こ.う,
4e5f,ヤ,エ,なり,か,また,n,し,
4e62,ガイ,たわ,たお,
4e71,ラン,ロン,みだ.れる,みだ.る,みだ.す,みだ,おさ.める,わた.る,n,ら,
4e73,ニュウ,ちち,ち,
4e7e,カン,ケン,かわ.く,かわ.かす,ほ.す,ひ.る,いぬい,
4e80,キ,キュウ,キン,かめ,n,ひさ,ひさし,
4e82,ラン,ロン,みだ.れる,みだ.る,みだ.す,みだ.れ,おさ.める,わた.る,
4e85,ケツ,かぎ,T2はねぼう,
4e86,リョウ,n,さとる,
4e88,ヨ,シャ,あらかじ.め,
4e89,ソウ,あらそ.う,いか.でか,
4e8a,ジ,シ,ズ,こと,つか.う,つか.える,
4e8b,ジ,ズ,こと,つか.う,つか.える,n,ろ,
4e8c,ニ,ジ,ふた,ふた.つ,ふたた.び,n,おと,つぐ,にい,は,ふ,ふたつ,ふだ,わ,
